Title,Production_Cost,Domestic_Growth,Worldwide_Growth
Shine,5500000,35811509,35811509
Don Jon,5500000,24477704,24477704
High Plains Drifter,5500000,15700000,15700000
Hell Fest,5500000,11107431,11107431
Mambo Italiano,5500000,9282750,9282750
Loving Vincent,5500000,6735118,6735118
Ghost World,5500000,6217849,6217849
Iris,5500000,5580479,5580479
Galaxina,5500000,4865000,4865000
Les Choristes,5500000,3629758,3629758
Wonderland,5500000,1060512,1060512
De battre mon coeur s'est arrÃªtÃ©,5500000,1023424,1023424
Haevnen,5500000,1008098,1008098
Le Havre,5500000,611709,611709
El Clan,5500000,201227,201227
Harvard Man,5500000,56653,56653
Salvation Boulevard,5500000,28468,28468
R100,5500000,24956,24956
Miss Julie,5500000,0,0
Animals,5500000,0,0
Irreversible,5400000,792200,792200
NÃ£o Pare na Pista: A Melhor HistÃ³ria de Paulo C…,5400000,8808,8808
Tao Jie,5400000,0,0
Rang De Basanti,5300000,2197694,2197694
Grabbers,5300000,0,0
La Vie d'AdÃ¨le â Chapitres 1 & 2,5250000,2450504,2450504
Hodejegerne,5250000,1200010,1200010
The Ten,5250000,769726,769726
A Room for Romeo Brass,5250000,20097,20097
The Girl with all the Gifts,5250000,0,0
Wilson,5200000,2000000,2000000
Saint Ralph,5200000,795126,795126
Dum Maaro Dum,5200000,564489,564489
Somewhere in Time,5100000,9709597,9709597
My Big Fat Greek Wedding,5000000,241438208,241438208
Get Out,5000000,176040665,176040665
Split,5000000,138141585,138141585
Paranormal Activity 3,5000000,104028807,104028807
Saw II,5000000,87025093,87025093
Insidious Chapter 2,5000000,83586447,83586447
Lights Out,5000000,67268835,67268835
The Visit,5000000,65206105,65206105
Jackass: The Movie,5000000,64282312,64282312
Happy Death Day,5000000,55683845,55683845
Paranormal Activity 4,5000000,53900335,53900335
Ouija,5000000,50856010,50856010
MA,5000000,45373120,45373120
A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222
No se Aceptan Devoluciones,5000000,44467206,44467206
The Gift,5000000,43787265,43787265
The Big Sick,5000000,42872467,42872467
The Return of the Pink Panther,5000000,41833347,41833347
The Robe,5000000,36000000,36000000
Freddyâs Dead: The Final Nightmare,5000000,34872033,34872033
Overcomer,5000000,34700142,34700142
Monster,5000000,34469210,34469210
Paranormal Activity: The Marked Ones,5000000,32462372,32462372
"20,000 Leagues Under the Sea",5000000,28200000,28200000
Oculus,5000000,27695246,27695246
Dallas Buyers Club,5000000,27298285,27298285
No Escape,5000000,27288872,27288872
The Elephant Man,5000000,26010864,26010864
The Lazarus Effect,5000000,25801570,25801570
Memento,5000000,25544867,25544867
Our Idiot Brother,5000000,24814830,24814830
The Strangers: Prey at Night,5000000,24431472,24431472
Clerks II,5000000,24148068,24148068
The Players Club,5000000,23047939,23047939
Billy Elliot,5000000,21995263,21995263
The Way Way Back,5000000,21502690,21502690
"As Above, So Below",5000000,21222315,21222315
Godâs Not Dead 2,5000000,20773069,20773069
The Apostle,5000000,20733485,20733485
The Man From Snowy River,5000000,20659423,20659423
House Party 2,5000000,19438638,19438638
Doug's 1st Movie,5000000,19421271,19421271
Race,5000000,19115191,19115191
Mommie Dearest,5000000,19032000,19032000
Still Alice,5000000,18656400,18656400
Halloween 4: The Return of Michael Myers,5000000,17768757,17768757
Apollo 18,5000000,17686929,17686929
"Paul, Apostle of Christ",5000000,17547999,17547999
Addicted,5000000,17390770,17390770
O (Othello),5000000,16017403,16017403
Halloween: The Curse of Michael Myers,5000000,15126948,15126948
The Egyptian,5000000,15000000,15000000
Eve's Bayou,5000000,14843425,14843425
Nighthawks,5000000,14600000,14600000
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976
Spring Breakers,5000000,14124286,14124286
It Comes at Night,5000000,13985117,13985117
Y Tu MamÃ¡ TambiÃ©n,5000000,13649881,13649881
Shaun of the Dead,5000000,13542874,13542874
The Haunting of Molly Hartley,5000000,13442412,13442412
Hillaryâs America: The Secret History of the De…,5000000,13099931,13099931
Lone Star,5000000,12961389,12961389
April Fool's Day,5000000,12947763,12947763
Diner,5000000,12592907,12592907
Before I Fall,5000000,12241072,12241072
Lone Wolf McQuade,5000000,12232628,12232628
Sunshine Cleaning,5000000,12062558,12062558
Fifty Shades of Black,5000000,11686940,11686940
A Farewell To Arms,5000000,11000000,11000000
Solomon and Sheba,5000000,11000000,11000000
The Beastmaster,5000000,10751126,10751126
Not Easily Broken,5000000,10572742,10572742
Momsâ Night Out,5000000,10429707,10429707
The Belko Experiment,5000000,10166820,10166820
The Perfect Match,5000000,9669521,9669521
Digimon: The Movie,5000000,9628751,9628751
Saved!,5000000,8886160,8886160
Les invasions barbares,5000000,8460000,8460000
Robin and Marian,5000000,8000000,8000000
Force 10 from Navarone,5000000,7100000,7100000
The Forsaken,5000000,6755271,6755271
Fahrenheit 11/9,5000000,6352306,6352306
UHF,5000000,6157157,6157157
Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,6096582
Grandmaâs Boy,5000000,6090172,6090172
Slums of Beverly Hills,5000000,5502773,5502773
Once Upon a Time in the West,5000000,5321508,5321508
Made,5000000,5308707,5308707
La mala educaciÃ³n,5000000,5211842,5211842
Moon,5000000,5010163,5010163
90 Minutes in Heaven,5000000,4816142,4816142
Incarnate,5000000,4799774,4799774
Keeping Up with the Steins,5000000,4339241,4339241
The Sweet Hereafter,5000000,4306697,4306697
Bottle Shock,5000000,4078607,4078607
Des Hommes et Des Dieux,5000000,3954651,3954651
Jekyll and Hyde... Together Again,5000000,3707583,3707583
Table 19,5000000,3614896,3614896
Green Room,5000000,3220371,3220371
Thoroughbreds,5000000,3072605,3072605
Heavenly Creatures,5000000,3046086,3046086
The Other Side of the Door,5000000,3000342,3000342
Everything Must Go,5000000,2712131,2712131
Kill the Messenger,5000000,2450846,2450846
Rabbit Hole,5000000,2229058,2229058
Jem and the Holograms,5000000,2184640,2184640
Paterson,5000000,2141423,2141423
Zero Effect,5000000,2080693,2080693
A Midnight Clear,5000000,1526697,1526697
The Machinist,5000000,1082044,1082044
Light Sleeper,5000000,1050861,1050861
American Teen,5000000,942441,942441
Atlas Shrugged: Who Is John Galt?,5000000,851690,851690
Party Monster,5000000,742898,742898
The Oh in Ohio,5000000,418689,418689
Bottle Rocket,5000000,407488,407488
Ain't Them Bodies Saints,5000000,391611,391611
Albino Alligator,5000000,353480,353480
Jimi: All is By My Side,5000000,340911,340911
"Gandhi, My Father",5000000,240425,240425
Standard Operating Procedure,5000000,228830,228830
Tucker & Dale vs. Evil,5000000,223838,223838
No Looking Back,5000000,143273,143273
Cop Car,5000000,134552,134552
"Lovely, Still",5000000,127564,127564
Tycoon,5000000,121016,121016
Desert Blue,5000000,99147,99147
Decoys,5000000,84733,84733
Stuck,5000000,67505,67505
Redacted,5000000,65388,65388
Rudderless,5000000,56001,56001
Fascination,5000000,16670,16670
Grace,5000000,8297,8297
Area 51,5000000,7556,7556
Mientras duermes,5000000,0,0
Flying By,5000000,0,0
The Cottage,5000000,0,0
Dying of the Light,5000000,0,0
Yoga Hosers,5000000,0,0
Dead Like Me: Life After Death,5000000,0,0
Farce of the Penguins,5000000,0,0
Psych 9,5000000,0,0
Reach Me,5000000,0,0
Henry & Me,5000000,0,0
Born of War,5000000,0,0
Let's Kill Ward's Wife,5000000,0,0
Capricorn One,5000000,0,0
We Have Your Husband,5000000,0,0
Should've Been Romeo,5000000,0,0
Aztec Warrior,5000000,0,0
Navy SEAL vs. Zombies,5000000,0,0
The Hatching,5000000,0,0
Running Forever,5000000,0,0
Mommy,4900000,3498695,3498695
Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,617228
Soul Kitchen,4900000,276901,276901
The Awakening,4900000,95933,95933
All Hat,4900000,15198,15198
Sling Blade,4833610,24475416,24475416
Hostel,4800000,47326473,47326473
Only God Forgives,4800000,775849,775849
Take Shelter,4750000,1728953,1728953
Tristram Shandy: A Cock and Bull Story,4750000,1253413,1253413
The Texas Chainsaw Massacre 2,4700000,8025872,8025872
Lady in White,4700000,1705139,1705139
Driving Lessons,4700000,239962,239962
Without Men,4700000,0,0
Treading Water,4700000,0,0
Pat Garrett and Billy the Kid,4638783,8000000,8000000
Camping Sauvage,4600000,3479302,3479302
Barfi,4600000,2804874,2804874
Dear Frankie,4600000,1340891,1340891
The Assassination of Richard Nixon,4600000,708776,708776
Le nom des gens,4600000,514237,514237
Savage Grace,4600000,434417,434417
Out of the Blue,4600000,728,728
Police Academy,4500000,81198894,81198894
Four Weddings and a Funeral,4500000,52700832,52700832
The Blue Lagoon,4500000,47923795,47923795
Fast Times at Ridgemont High,4500000,27092880,27092880
Secrets & Lies,4500000,13417292,13417292
25th Hour,4500000,13084595,13084595
After Hours,4500000,10609321,10609321
Moby Dick,4500000,10400000,10400000
The Lobster,4500000,9196278,9196278
Bound,4500000,3802260,3802260
Requiem for a Dream,4500000,3635482,3635482
State Fair,4500000,3500000,3500000
LÃ¥t den rÃ¤tte komma in,4500000,2122085,2122085
Tango,4500000,1687311,1687311
Salvador,4500000,1500000,1500000
Donnie Darko,4500000,1480006,1480006
Salvando al Soldado Perez,4500000,1400726,1400726
Karakter,4500000,713413,713413
Nannerl la soeur de Mozart,4500000,707885,707885
Spun,4500000,410241,410241
Life During Wartime,4500000,281447,281447
Chinjeolhan geumjassi,4500000,211667,211667
Blackthorn,4500000,200558,200558
Maggie,4500000,187112,187112
Lilja 4-ever,4500000,181655,181655
After.Life,4500000,108596,108596
Mean Machine,4500000,92723,92723
Fong juk,4500000,51957,51957
Spoken Word,4500000,32961,32961
The Sweeney,4500000,26345,26345
Falcon Rising,4500000,11774,11774
Hansel & Gretel Get Baked,4500000,0,0
Fugly!,4500000,0,0
Zipper,4500000,0,0
The Final Girls,4500000,0,0
Daisy Winters,4500000,0,0
One Flew Over the Cuckoo's Nest,4400000,108981275,108981275
Silent Movie,4400000,36145695,36145695
Airlift (2016),4400000,0,0
R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
Anna,4357373,0,0
Whale Rider,4300000,20779666,20779666
Sexy Beast,4300000,6946056,6946056
Paa,4300000,199228,199228
Snabba Cash,4300000,188870,188870
Night of the Living Dead,4200000,5835247,5835247
Nochnoy dozor,4200000,1502188,1502188
Animal Kingdom,4200000,1044039,1044039
George A. Romero's Survival of the Dead,4200000,101740,101740
Cargo,4200000,0,0
High School Musical,4200000,0,0
Love and Death on Long Island,4030000,2542264,2542264
Porky's,4000000,109492484,109492484
Peter Pan,4000000,87400000,87400000
The Crying Game,4000000,62546695,62546695
Lost in Translation,4000000,44585453,44585453
Annie Hall,4000000,38251425,38251425
The Boy Next Door,4000000,36006065,36006065
The Greatest Show on Earth,4000000,36000000,36000000
Leaving Las Vegas,4000000,31983777,31983777
Monster's Ball,4000000,31273922,31273922
Boyhood,4000000,25379975,25379975
Exodus,4000000,21750000,21750000
The Kids Are All Right,4000000,20811365,20811365
Life of Brian,4000000,20182359,20182359
A Haunted House 2,4000000,17329487,17329487
Late Night,4000000,15500045,15500045
The Last Exorcism Part II,4000000,15179303,15179303
The Front Page,4000000,15000000,15000000
Trapeze,4000000,14400000,14400000
The Return of the Living Dead,4000000,14237880,14237880
They Live,4000000,13000000,13000000
Saving Grace,4000000,12178602,12178602
The Great Escape,4000000,11744471,11744471
What the #$'! Do We Know,4000000,10941801,10941801
The Darkness,4000000,10753574,10753574
Scoop,4000000,10525717,10525717
The Wash,4000000,10097096,10097096
3 Strikes,4000000,9821335,9821335
The Visitor,4000000,9427026,9427026
The Cooler,4000000,8291572,8291572
The Misfits,4000000,8200000,8200000
The Night Listener,4000000,7836393,7836393
The Jerky Boys,4000000,7555256,7555256
El orfanato,4000000,7159147,7159147
Bug,4000000,7006708,7006708
The Rules of Attraction,4000000,6525762,6525762
Topaz,4000000,6000000,6000000
Let's Go to Prison,4000000,4630045,4630045
Four Rooms,4000000,4301000,4301000
Secretary,4000000,4046737,4046737
The Real Cancun,4000000,3816594,3816594
Talk Radio,4000000,3468572,3468572
Waiting for Guffman,4000000,2922988,2922988
Love Stinks,4000000,2793776,2793776
Samsara,4000000,2672413,2672413
You Kill Me,4000000,2426851,2426851
CafarnaÃºm,4000000,1660708,1660708
The Art of Getting By,4000000,1430241,1430241
Thumbsucker,4000000,1328679,1328679
Red State,4000000,1065429,1065429
MirrorMask,4000000,864959,864959
The Barbarians,4000000,800000,800000
Holy Motors,4000000,641054,641054
The Signal,4000000,600896,600896
Poolhall Junkies,4000000,563711,563711
The Loss of Sexual Innocence,4000000,399793,399793
The Face of Love,4000000,385069,385069
Joe,4000000,373375,373375
Prison,4000000,354704,354704
Shooting Fish,4000000,302204,302204
Adoration,4000000,294244,294244
Psycho Beach Party,4000000,267972,267972
The Big Tease,4000000,185577,185577
Polina danser sa vie,4000000,165203,165203
Desert Dancer,4000000,155271,155271
"Guten Tag, Ramon",4000000,154356,154356
Mondays in the Sun,4000000,146402,146402
Manglehorn,4000000,132270,132270
Tau ming chong,4000000,129078,129078
Trust,4000000,120016,120016
An Everlasting Piece,4000000,75078,75078
Among Giants,4000000,64359,64359
The Velocity of Gary,4000000,34145,34145
Stake Land,4000000,33245,33245
Praia do Futuro,4000000,20620,20620
Sonny,4000000,17639,17639
The Last Time I Committed Suicide,4000000,12836,12836
13 Sins,4000000,9134,9134
Another Happy Day,4000000,9120,9120
Inescapable,4000000,4327,4327
Perfectos Desconocidos,4000000,0,0
Geograf globus propil,4000000,0,0
Down a Dark Hall,4000000,0,0
A Lonely Place to Die,4000000,0,0
Nothing,4000000,0,0
The Loved Ones,4000000,0,0
1776,4000000,0,0
Hell's Angels,4000000,0,0
Purple Violets,4000000,0,0
Replicas,4000000,0,0
The Helpers,4000000,0,0
The Veil,4000000,0,0
The Perfect Wave,4000000,0,0
How to Fall in Love,4000000,0,0
Chain of Command,4000000,0,0
Gone with the Wind,3900000,198680470,198680470
A Man for All Seasons,3900000,28350000,28350000
Ben-Hur: A Tale of the Christ,3900000,9000000,9000000
Network,3800000,23689877,23689877
Down for Life,3800000,41914,41914
The Good Heart,3800000,20930,20930
Major Dundee,3800000,14873,14873
Hevi reissu,3800000,10153,10153
The Taking of Pelham One Two Three,3800000,0,0
Annie Get Your Gun,3768785,8000000,8000000
Casa de Areia,3750000,539285,539285
Four Lions,3750000,310007,310007
Slow West,3750000,229094,229094
Defendor,3750000,44462,44462
Kono sekai no katasumi ni,3750000,0,0
The Ballad of Cable Hogue,3716946,3500000,3500000
The Pirate,3700000,2956000,2956000
The History Boys,3700000,2730296,2730296
Unknown,3700000,26403,26403
Midnight Cowboy,3600000,44785053,44785053
Billy: The Early Years of Billy Graham,3600000,320896,320896
UtÃ¸ya 22. juli,3600000,0,0
Airplane!,3500000,83453539,83453539
M*A*S*H,3500000,81600000,81600000
The Full Monty,3500000,45950122,45950122
Truth or Dare,3500000,41411015,41411015
Menace II Society,3500000,27731527,27731527
Friday,3500000,27467564,27467564
The Witch,3500000,25138705,25138705
Winchester,3500000,25091816,25091816
Empire,3500000,17504595,17504595
Dark Skies,3500000,17418667,17418667
Forever My Girl,3500000,16376066,16376066
Creepshow 2,3500000,14000000,14000000
In Cold Blood,3500000,13000000,13000000
The Nun's Story,3500000,12800000,12800000
Frenzy,3500000,12600000,12600000
Harper,3500000,12000000,12000000
I Got the Hook-Up!,3500000,10317779,10317779
She's the One,3500000,9482579,9482579
Terror Train,3500000,8000000,8000000
Gods and Monsters,3500000,6451628,6451628
El secreto de sus ojos,3500000,6391436,6391436
Evil Dead II,3500000,5923044,5923044
Day of the Dead,3500000,5804262,5804262
First Reformed,3500000,3448256,3448256
Pootie Tang,3500000,3293258,3293258
Believe,3500000,890303,890303
La otra conquista,3500000,886410,886410
American Honey,3500000,663247,663247
The Bronze,3500000,615816,615816
Trolljegeren,3500000,253444,253444
Ira and Abby,3500000,221096,221096
The Masked Saint,3500000,182695,182695
Winter Passing,3500000,107492,107492
D.E.B.S.,3500000,96793,96793
Time to Choose,3500000,29233,29233
Surveillance,3500000,27349,27349
Taxman,3500000,9871,9871
The Kick,3500000,0,0
The Betrayed,3500000,0,0
The Secret,3500000,0,0
2:13,3500000,0,0
"Batman: The Dark Knight Returns, Part 2",3500000,0,0
In the Name of the King III,3500000,0,0
Wicked Blood,3500000,0,0
Dawn Patrol,3500000,0,0
Jagten,3450000,687185,687185
Lords of London,3440000,0,0
La marche de l'empereur,3400000,77437223,77437223
High Anxiety,3400000,31063038,31063038
Margin Call,3400000,5353586,5353586
Choke,3400000,2926565,2926565
L'incomparable mademoiselle C.,3400000,493905,493905
August,3400000,12636,12636
To Write Love On Her Arms,3400000,0,0
Carousel,3380000,0,0
Whiplash,3300000,13092006,13092006
Bella,3300000,8093373,8093373
Cidade de Deus,3300000,7563397,7563397
Human Traffic,3300000,104257,104257
The Dead Girl,3300000,19875,19875
The Opposite Sex,3300000,0,0
A Christmas Story,3250000,20605209,20605209
Class of 1984,3250000,6965361,6965361
Entre les murs,3250000,3766810,3766810
Dreaming of Joseph Lees,3250000,7680,7680
Rosemary's Baby,3200000,33395426,33395426
Sorry to Bother You,3200000,17493096,17493096
The Man Who Shot Liberty Valance,3200000,8000000,8000000
Maria Full of Grace,3200000,6529624,6529624
Beginners,3200000,5790894,5790894
The Meddler,3200000,4267219,4267219
Adam,3200000,2283291,2283291
Feast,3200000,56131,56131
Itâs a Wonderful Life,3180000,6600000,6600000
Trainspotting,3100000,16501785,16501785
Antiviral,3100000,0,0
National Lampoon's Animal House,3000000,141600000,141600000
Paranormal Activity 2,3000000,84752907,84752907
War Room,3000000,67790117,67790117
The Purge,3000000,64473115,64473115
Goldfinger,3000000,51100000,51100000
Sinister,3000000,48086903,48086903
The Original Kings of Comedy,3000000,38168022,38168022
The Bridge on the River Kwai,3000000,33300000,33300000
Coming Home,3000000,32653000,32653000
Waking Ned Devine,3000000,24793251,24793251
Air Bud,3000000,24646936,24646936
Bowling for Columbine,3000000,21576018,21576018
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999
A Room with a View,3000000,20966644,20966644
Love and Death,3000000,20123742,20123742
Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057
Martin Lawrence Live: RunTelDat,3000000,19184820,19184820
The Apartment,3000000,18600000,18600000
Cat on a Hot Tin Roof,3000000,17570324,17570324
Beneath the Planet of the Apes,3000000,17489009,17489009
Pokemon 3: The Movie,3000000,17052128,17052128
Jason Goes to Hell: The Final Friday,3000000,15935068,15935068
Spaced Invaders,3000000,15000000,15000000
Family Plot,3000000,13200000,13200000
Torn Curtain,3000000,13000000,13000000
Upgrade,3000000,11977130,11977130
Dave Chappelle's Block Party,3000000,11718595,11718595
Krush Groove,3000000,11052713,11052713
Elmer Gantry,3000000,10400000,10400000
Next Day Air,3000000,10027047,10027047
Judgment at Nuremberg,3000000,10000000,10000000
Belly,3000000,9639390,9639390
Trippinâ,3000000,9017070,9017070
Red River,3000000,9012000,9012000
The Deep End,3000000,8823109,8823109
Before Midnight,3000000,8110621,8110621
Teen Wolf Too,3000000,7888000,7888000
The Collector,3000000,7712114,7712114
Phantasm II,3000000,7282851,7282851
Let There Be Light,3000000,7233471,7233471
Phat Girlz,3000000,7061128,7061128
Woman Thou Art Loosed,3000000,6879730,6879730
Real Women Have Curves,3000000,5853194,5853194
Gallipoli,3000000,5732587,5732587
Water,3000000,5529144,5529144
Donât Think Twice,3000000,4417983,4417983
Swiss Army Man,3000000,4210454,4210454
East is East,3000000,4170647,4170647
Whipped,3000000,4142507,4142507
Kama Sutra,3000000,4109095,4109095
Frances Ha,3000000,4067398,4067398
Please Give,3000000,4033574,4033574
Willy Wonka & the Chocolate Factory,3000000,4000000,4000000
Warlock: The Armageddon,3000000,3902679,3902679
8 Heads in a Duffel Bag,3000000,3602884,3602884
Days of Heaven,3000000,3446749,3446749
Thirteen Conversations About One Thing,3000000,3287435,3287435
Compadres,3000000,3127773,3127773
Jawbreaker,3000000,3076820,3076820
Basquiat,3000000,2962051,2962051
Tsotsi,3000000,2912606,2912606
Letters to God,3000000,2848587,2848587
Happiness,3000000,2746453,2746453
DysFunkTional Family,3000000,2255000,2255000
Tusk,3000000,1821983,1821983
The Wall,3000000,1803064,1803064
Elephant,3000000,1266955,1266955
Damsels in Distress,3000000,1007535,1007535
Oldboy,3000000,707391,707391
Hobo with a Shotgun,3000000,703372,703372
The D Train,3000000,669688,669688
Bachelorette,3000000,446770,446770
Fish Tank,3000000,374675,374675
Everybody Wants to Be Italian,3000000,351416,351416
Creature,3000000,331000,331000
The Bounce Back,3000000,321910,321910
Freeway,3000000,295493,295493
Love's Abiding Joy,3000000,252726,252726
Dead Alive,3000000,242623,242623
Chain Letter,3000000,205842,205842
Tim and Eric's Billion Dollar Movie,3000000,201436,201436
Holly,3000000,163069,163069
The Eclipse,3000000,133411,133411
The Grand,3000000,115879,115879
Sommersturm,3000000,95204,95204
Fort McCoy,3000000,78948,78948
The Gambler,3000000,51773,51773
Just Looking,3000000,39852,39852
Before We Go,3000000,37151,37151
The Divide,3000000,18000,18000
Tanner Hall,3000000,5073,5073
My Big Fat Independent Movie,3000000,4655,4655
Demonic,3000000,0,0
Ã  l'intÃ©rieur,3000000,0,0
They Came Together,3000000,0,0
Open Road,3000000,0,0
Alice in Wonderland,3000000,0,0
Barry Munday,3000000,0,0
The Deported,3000000,0,0
Chicago Overcoat,3000000,0,0
Never Back Down 2: The Beatdown,3000000,0,0
AWOL-72,3000000,0,0
30 Nights Of Paranormal Activity With The Devil…,3000000,0,0
Enter the Dangerous Mind,3000000,0,0
Something Wicked,3000000,0,0
Point Blank,3000000,0,0
Iguana,3000000,0,0
Four Single Fathers,3000000,0,0
Amnesiac,3000000,0,0
Unnatural,3000000,0,0
Close Range,3000000,0,0
The Harvey Girls,2931000,4100000,4100000
Cinderella,2900000,85000000,85000000
Central do Brasil,2900000,5969553,5969553
Pocketful of Miracles,2900000,5000000,5000000
Boynton Beach Club,2900000,3127472,3127472
Freakonomics,2900000,101270,101270
Griff the Invisible,2900000,20778,20778
Some Like it Hot,2883848,25000000,25000000
High Tension,2850000,3681066,3681066
Young Frankenstein,2800000,86300000,86300000
The Omen,2800000,48570885,48570885
Hustle & Flow,2800000,22202809,22202809
Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
Artie Lange's Beer League,2800000,475000,475000
The Wizard of Oz,2777000,34063405,34063405
Diary of the Dead,2750000,952620,952620
The Black Stallion,2700000,37799643,37799643
Ulee's Gold,2700000,9054736,9054736
Indivisible,2700000,3511417,3511417
Lage Raho Munna Bhai,2700000,2217561,2217561
Sardaar Ji,2700000,0,0
Rejsen til Saturn,2700000,0,0
Donovan's Reef,2686000,6600000,6600000
Diane,2660000,0,0
The Dress,2650000,16556,16556
A Guy Named Joe,2627000,5363000,5363000
Blazing Saddles,2600000,119500000,119500000
Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880
Ida,2600000,3827060,3827060
Maurice,2600000,3147950,3147950
Riding Giants,2600000,2276368,2276368
Los CronocrÃ­menes,2600000,39127,39127
La Cara Oculta,2600000,0,0
Timber Falls,2600000,0,0
Silver Medalist,2600000,0,0
"Fat, Sick & Nearly Dead",2600000,0,0
Singin' in the Rain,2540000,7200000,7200000
A Haunted House,2500000,40041683,40041683
2016: Obamaâs America,2500000,33349941,33349941
Kevin Hart: Let Me Explain,2500000,32244051,32244051
Garden State,2500000,26782316,26782316
That Thing You Do!,2500000,25857416,25857416
Halloween II,2500000,25533818,25533818
Halloween 3: Season of the Witch,2500000,14400000,14400000
Religulous,2500000,13011160,13011160
Escape from the Planet of the Apes,2500000,12300000,12300000
Hud,2500000,10000000,10000000
The Spectacular Now,2500000,6852971,6852971
My Own Private Idaho,2500000,6401336,6401336
Before Sunrise,2500000,5274005,5274005
Hunt for the Wilderpeople,2500000,5205471,5205471
Robot & Frank,2500000,3317468,3317468
Sur Le Seuil,2500000,2013052,2013052
Jesus' Son,2500000,1282084,1282084
Saving Face,2500000,1187266,1187266
Brick Lane,2500000,1094998,1094998
The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632
My Life Without Me,2500000,432360,432360
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,2500000,349132,349132
Super,2500000,327716,327716
Fuel,2500000,174255,174255
Valley of the Hearts Delight,2500000,118666,118666
The Other End of the Line,2500000,115504,115504
8: The Mormon Proposition,2500000,100280,100280
Sleep Dealer,2500000,80136,80136
Eye of the Dolphin,2500000,72210,72210
Underdogs,2500000,35017,35017
Anatomie,2500000,9598,9598
The Calling,2500000,0,0
Alien Uprising,2500000,0,0
Christmas Mail,2500000,0,0
Stung,2500000,0,0
Sky Sharks,2500000,0,0
8 Days,2500000,0,0
Antibirth,2500000,0,0
The Rise of the Krays,2500000,0,0
Not Safe For Work,2500000,0,0
Go For It!,2450000,180237,180237
Get on the Bus,2400000,5691854,5691854
Thr3e,2400000,1008849,1008849
Idiocracy,2400000,444093,444093
NiktÃ©,2400000,0,0
Always Woodstock,2400000,0,0
This is England,2380000,327919,327919
Bathing Beauty,2361000,3500000,3500000
Do You Believe?,2300000,12985600,12985600
Show Boat,2300000,11000000,11000000
"Dancer, Texas Pop. 81",2300000,574838,574838
Frontera,2300000,59696,59696
Redemption Road,2300000,29384,29384
The Toxic Avenger Part II,2300000,0,0
Eden,2300000,0,0
The Brave Little Toaster,2300000,0,0
Pinocchio,2289247,84300000,84300000
Fantasia,2280000,83320000,83320000
Friday the 13th Part 3,2250000,36690067,36690067
The French Connection,2200000,41158757,41158757
Friday the 13th Part V: A New Beginning,2200000,21930418,21930418
The Last Sin Eater,2200000,388390,388390
Impact Point,2200000,0,0
The Valley of Decision,2160000,9132000,9132000
Chicken Tikka Masala,2160000,0,0
Jack Brooks: Monster Slayer,2150000,0,0
The Best Years of Our Lives,2100000,23600000,23600000
Bully,2100000,881824,881824
Elling,2100000,313436,313436
Mi America,2100000,3330,3330
[Rec],2100000,0,0
Infected,2100000,0,0
Lies in Plain Sight,2100000,0,0
The Timber,2100000,0,0
Sharkskin,2100000,0,0
Courageous,2000000,34522221,34522221
From Russia With Love,2000000,24800000,24800000
Mad Max 2: The Road Warrior,2000000,24600832,24600832
Notorious,2000000,24464742,24464742
In the Heat of the Night,2000000,24379978,24379978
Sleeper,2000000,18344729,18344729
Everything You Always Wanted to Know,2000000,18016290,18016290
It Follows,2000000,14674077,14674077
Eighth Grade,2000000,13539710,13539710
To Kill A Mockingbird,2000000,13129846,13129846
Silent House,2000000,12739737,12739737
Boys Don't Cry,2000000,11540607,11540607
Das Leben der Anderen,2000000,11284657,11284657
Hardcore Henry,2000000,9252038,9252038
Lolita,2000000,9250000,9250000
Boom Town,2000000,9172000,9172000
Gentleman's Agreement,2000000,7800000,7800000
The Hustler,2000000,7600000,7600000
Witchboard,2000000,7369373,7369373
Les Triplettes de Belleville,2000000,7301288,7301288
Smoke Signals,2000000,6719300,6719300
Winter's Bone,2000000,6531503,6531503
Meet the Mormons,2000000,6047363,6047363
American Splendor,2000000,6003587,6003587
The Florida Project,2000000,5904366,5904366
All Saints,2000000,5802208,5802208
Before Sunset,2000000,5792822,5792822
Amores Perros,2000000,5383834,5383834
Thirteen,2000000,4601043,4601043
Touching the Void,2000000,4593598,4593598
Inside Job,2000000,4311834,4311834
Alexander's Ragtime Band,2000000,4000000,4000000
Me and You and Everyone We Know,2000000,3885134,3885134
We Are Your Friends,2000000,3591417,3591417
Harsh Times,2000000,3337931,3337931
Ghost Dog: The Way of the Samurai,2000000,3330230,3330230
Captive,2000000,2583301,2583301
Full Frontal,2000000,2512846,2512846
Hearts Beat Loud,2000000,2386254,2386254
The Resurrection of Gavin Stone,2000000,2303792,2303792
Waltz with Bashir,2000000,2283849,2283849
